Classifier,Accuracy,Log Loss
kNN,100.0,2.1094237467878e-15
GaussianNB,100.0,2.1094237467878e-15
DecisionTree,99.78260869565219,0.07508429651067747
Bagging,99.8913043478261,0.007932307123515552
AdamBoost,99.8913043478261,0.0015068425619457527
RandomForest,100.0,0.011218501296632715
SVM_Linear,100.0,0.006199589517746131
SVM_Poly,100.0,0.006068715254932096
SVM_RBF,100.0,0.0062014503060850495
SVM_Sigmoid,100.0,0.006212954246776335
